Country,City,State,Postal Code,Region,DATE_VALID_STD,DOY_STD,MIN_TEMPERATURE_AIR_2M_F,AVG_TEMPERATURE_AIR_2M_F,MAX_TEMPERATURE_AIR_2M_F,MIN_TEMPERATURE_WETBULB_2M_F,AVG_TEMPERATURE_WETBULB_2M_F,MAX_TEMPERATURE_WETBULB_2M_F,MIN_TEMPERATURE_DEWPOINT_2M_F,AVG_TEMPERATURE_DEWPOINT_2M_F,MAX_TEMPERATURE_DEWPOINT_2M_F,MIN_TEMPERATURE_FEELSLIKE_2M_F,AVG_TEMPERATURE_FEELSLIKE_2M_F,MAX_TEMPERATURE_FEELSLIKE_2M_F,MIN_TEMPERATURE_WINDCHILL_2M_F,AVG_TEMPERATURE_WINDCHILL_2M_F,MAX_TEMPERATURE_WINDCHILL_2M_F,MIN_TEMPERATURE_HEATINDEX_2M_F,AVG_TEMPERATURE_HEATINDEX_2M_F,MAX_TEMPERATURE_HEATINDEX_2M_F,MIN_HUMIDITY_RELATIVE_2M_PCT,AVG_HUMIDITY_RELATIVE_2M_PCT,MAX_HUMIDITY_RELATIVE_2M_PCT,MIN_HUMIDITY_SPECIFIC_2M_GPKG,AVG_HUMIDITY_SPECIFIC_2M_GPKG,MAX_HUMIDITY_SPECIFIC_2M_GPKG,MIN_PRESSURE_2M_MB,AVG_PRESSURE_2M_MB,MAX_PRESSURE_2M_MB,MIN_PRESSURE_TENDENCY_2M_MB,AVG_PRESSURE_TENDENCY_2M_MB,MAX_PRESSURE_TENDENCY_2M_MB,MIN_PRESSURE_MEAN_SEA_LEVEL_MB,AVG_PRESSURE_MEAN_SEA_LEVEL_MB,MAX_PRESSURE_MEAN_SEA_LEVEL_MB,MIN_WIND_SPEED_10M_MPH,AVG_WIND_SPEED_10M_MPH,MAX_WIND_SPEED_10M_MPH,AVG_WIND_DIRECTION_10M_DEG,MIN_WIND_SPEED_80M_MPH,AVG_WIND_SPEED_80M_MPH,MAX_WIND_SPEED_80M_MPH,AVG_WIND_DIRECTION_80M_DEG,MIN_WIND_SPEED_100M_MPH,AVG_WIND_SPEED_100M_MPH,MAX_WIND_SPEED_100M_MPH,AVG_WIND_DIRECTION_100M_DEG,TOT_PRECIPITATION_IN,TOT_SNOWFALL_IN,TOT_SNOWDEPTH_IN,MIN_CLOUD_COVER_TOT_PCT,AVG_CLOUD_COVER_TOT_PCT,MAX_CLOUD_COVER_TOT_PCT,MIN_RADIATION_SOLAR_TOTAL_WPM2,AVG_RADIATION_SOLAR_TOTAL_WPM2,MAX_RADIATION_SOLAR_TOTAL_WPM2,TOT_RADIATION_SOLAR_TOTAL_WPM2
United States,Philadelphia,Pennsylvania,19134,East,21-02-2022,52,36,41.6,46.6,34.4,39.7,44.3,31.9,37.3,41.8,25.4,32.9,38.6,25.4,32.9,38.6,36,41.6,46.6,78,84,97,3.8,4.7,5.6,993.91,1002.51,1014.24,-1,0.8,1.9,1001.43,1009.87,1021.45,9.1,20.1,31.5,277,14.7,31.2,44.8,283,16.1,33.6,48,284,0.04,0,0,1,48,99,0,25.6,102.5,614.3
United States,Philadelphia,Pennsylvania,19134,East,02-01-2022,2,46.6,50.8,54.5,45.1,49.1,53.2,43.6,47.6,52.3,39.8,45.4,50.3,39.8,45.4,50.3,46.6,50.8,54.5,81,89,93,6,7,8.3,1001.04,1002.9,1005.14,-1,-0.1,0.8,1008.57,1010.18,1012.72,14.1,16.1,18.4,230,20.7,24.5,28.3,234,21.7,25.9,30,234,0.06,0,0,0,59,100,0,38.2,221.7,916.2
United States,New York City,New York,10011,East,02-01-2022,2,46.5,50.5,54.3,44.9,48.7,53.1,43.3,47.1,52.2,39.1,44.8,50.5,39.1,44.8,50.5,46.5,50.5,54.3,80,88,92,5.9,6.9,8.3,998.35,1000.24,1002.48,-1.1,-0.1,0.8,1007.92,1009.54,1012.04,13.6,17.1,19.6,229,19.8,24.2,29.1,233,20.8,25.7,30.9,234,0.06,0,0,0,63,100,0,37.4,219.4,896.8
United States,New York City,New York,10011,East,28-12-2021,362,42.9,47.7,50.6,42.3,46.5,50.1,41.6,45.3,49.7,37.3,41.9,48.1,37.3,41.9,48.1,42.9,47.7,50.6,87,91,97,5.6,6.6,7.7,979.01,985.53,996.94,-0.7,0.7,1.9,985.89,992.87,1004.52,6.3,15.1,26,258,11.1,23.3,39.3,263,12,24.8,41.1,264,0.09,0,0,88,98,100,0,5.4,29.9,129.1
United States,Portland,Oregon,97206,West,28-12-2021,362,42.5,47.5,50.2,41.8,46.1,49.5,41.2,44.8,49.1,37,41.4,47.1,37,41.4,47.1,42.5,47.5,50.2,86,90,97,5.5,6.5,7.6,976.41,983.23,994.65,-0.8,0.7,1.9,985.28,992.65,1004.34,6.9,16,26.8,261,10.9,23.1,38.1,265,11.6,24.4,40,266,0.08,0,0,94,99,100,0,5.5,31.5,131.6
United States,Detroit,Michigan,48205,Central,01-03-2022,60,43.2,44.7,46.9,42.5,44,46.6,41.8,43.2,46.3,36.8,39,46.1,36.8,39,46.1,43.2,44.7,46.9,91,94,98,5.5,5.8,6.6,1013.74,1015.55,1017.37,-0.8,0,0.5,1023.62,1025.46,1027.04,2.9,11.7,14.4,46,4.1,16,19.4,49,4.4,17.1,20.7,49,0.32,0,0,100,100,100,0,18.1,73.7,435.7
United States,Wilmington,North Carolina,28403,South,01-03-2022,60,43.8,45.6,47.5,43.2,45,47.1,42.5,44.3,46.7,38.5,40.9,46.8,38.5,40.9,46.8,43.8,45.6,47.5,92,95,98,5.7,6.1,6.7,1015.68,1017.4,1019.14,-0.8,0,0.5,1023.41,1025.21,1026.73,2.1,9.8,12.6,49,3.1,13.5,17,53,3.3,14.4,18.1,53,0.32,0,0,100,100,100,0,17,62.9,407.4
United States,Columbus,Indiana,47201,Central,30-12-2021,364,53.9,55.7,57,52.4,54.2,55.8,51.2,53.1,55.1,48.6,51.1,53,48.6,51.1,53,53.9,55.7,57,89,91,94,8,8.6,9.3,998.87,1002.48,1004.69,-0.5,0.2,0.8,1008.53,1011.84,1014.14,16.4,19.4,21.1,222,23.9,27.6,30.2,226,25.3,29.1,31.6,226,0,0,0,99,100,100,0,9.8,50.7,234.4
United States,New York City,New York,10035,East,30-12-2021,364,53.9,55.7,57.3,52.5,54.3,56.2,51.4,53.3,55.5,48.9,51.3,53.4,48.9,51.3,53.4,53.9,55.7,57.3,89,91,94,8,8.6,9.4,1001.51,1005.26,1007.56,-0.4,0.2,0.8,1009.3,1012.59,1014.89,16.2,18.4,19.9,224,24.4,27.8,30.3,228,25.7,29.2,31.5,228,0,0,0,99,100,100,0,10.1,54.1,242
United States,Louisville,Colorado,80027,West,25-03-2022,84,38.3,48.2,60.8,36.6,43.9,52.2,31.7,38.9,44.6,33.8,45.6,60.8,33.8,45.6,60.8,38.3,48.2,60.8,51,71,90,3.7,5,6.1,1022.27,1023.48,1024.56,-0.8,0.1,0.6,1029.7,1031.03,1032.18,3.3,6.6,10.3,63,5.4,9.7,13.7,65,5.9,10.5,15.2,66,0,0,0,0,3,9,0,206.5,668.8,4955.7
United States,Louisville,Colorado,80027,West,25-03-2022,84,38.4,48.4,60,36.4,43.8,51.5,31.2,38.3,45.4,33.9,45.7,59.4,33.9,45.7,59.4,38.4,48.4,60,50,69,87,3.6,4.9,6.3,1020.2,1021.5,1022.63,-0.8,0.1,0.6,1029.84,1031.23,1032.37,3.2,6.7,10,65,4.8,9.6,14,67,5.2,10.4,15.4,68,0,0,0,0,3,10,0,207.3,671.3,4975
United States,Louisville,Colorado,80027,West,20-03-2022,79,32.8,41,49.9,31.9,37.9,43.3,30.5,33.7,36.5,29.5,37.7,49.5,29.5,37.7,49.5,32.8,41,49.9,54,76,94,3.5,4,4.5,1015.99,1018.03,1021.97,-0.7,-0.2,0.5,1025.85,1027.83,1031.73,0.6,5.7,10.8,76,0.7,8.1,17.9,83,0.8,8.7,19.8,84,0,0,0,0,9,47,0,189.7,644.4,4553.2
United States,Pasadena,Texas,77506,Central,20-03-2022,79,33.8,41.5,50.3,32.8,38.3,43.7,31.2,33.9,36.3,30.3,38.2,50.1,30.3,38.2,50.1,33.8,41.5,50.3,54,76,93,3.6,4,4.5,1018.05,1020.07,1023.89,-0.6,-0.2,0.5,1025.75,1027.74,1031.52,1.4,5.5,9.3,83,1.5,8,16.1,89,1.5,8.6,18,91,0,0,0,0,5,38,0,182.4,642.2,4376.6
United States,Pasadena,Texas,77506,Central,27-12-2021,361,38.9,45.8,49.4,38.7,45.4,48.7,38.6,45,48.2,34.5,40.9,46.3,34.5,40.9,46.3,38.9,45.8,49.4,95,97,99,5,6.5,7.3,976.64,982.09,989.16,-1.3,-0.5,0.5,986.37,991.49,998.57,4.8,10.3,14.4,142,7.5,15.5,21.7,152,8,16.3,22.6,153,0.14,0,0,82,96,100,0,5.2,28.1,125.7
United States,Pasadena,Texas,77506,Central,27-12-2021,361,38.6,46.3,49.5,38.5,45.9,49,38.3,45.5,48.6,34.7,41.8,46.8,34.7,41.8,46.8,38.6,46.3,49.5,95,97,99,4.9,6.6,7.4,978.82,984.49,991.46,-1.4,-0.5,0.6,986.81,991.88,998.87,5.2,9.6,13.7,148,8.1,15.4,21.7,160,8.8,16.5,22.7,161,0.25,0,0,90,98,100,0,5.7,29.1,137
United States,Houston,Texas,77041,Central,10-03-2022,69,44,48.7,54.2,43.1,47.5,51.8,41.7,46.4,50,37.9,43.9,50.7,37.9,43.9,50.7,44,48.7,54.2,86,92,96,5.6,6.7,7.6,1000.86,1005.56,1007.68,-1.1,-0.3,0.5,1010.02,1014.9,1016.78,8.7,11.9,15,150,14.7,18,20.5,155,15.1,19,21.5,156,0,0,0,14,59,99,0,57,222.9,1369.5
United States,Auburn,New York,13021,East,10-03-2022,69,44.2,48.9,54.4,43.4,47.6,51.9,42,46.3,50.1,38.5,44.5,51.1,38.5,44.5,51.1,44.2,48.9,54.4,83,91,96,5.6,6.7,7.6,1003.26,1008.09,1010.22,-1.2,-0.3,0.4,1010.42,1015.38,1017.37,7.6,10.7,13.3,151,13.2,17.1,19.6,155,13.9,18.1,20.8,156,0.02,0,0,19,68,100,0,64.6,251.6,1551.8
United States,Auburn,New York,13021,East,27-04-2022,117,36.7,44.6,53.1,36.3,41.4,46.6,35.7,37.4,39.6,31.4,40.5,50.5,31.4,40.5,50.5,36.7,44.6,53.1,58,77,96,4.3,4.7,5.1,1015.95,1017.95,1020.55,-0.6,0.2,0.6,1025.8,1027.8,1030.04,4.5,7.8,10.3,42,8.2,11.3,14.9,45,9.2,12.2,16.3,45,0,0,0,6,59,100,0,184.3,720.5,4422.7
United States,Jacksonville,Florida,32216,South,27-04-2022,117,37.1,44.7,53.1,36.5,41.6,46.6,35.9,37.7,39.9,32.5,40.9,50.7,32.5,40.9,50.7,37.1,44.7,53.1,58,77,96,4.4,4.7,5.1,1017.97,1019.84,1022.26,-0.6,0.2,0.7,1025.57,1027.49,1029.68,4.4,7.1,9.4,41,8.1,10.7,13.7,45,9,11.6,15.2,45,0,0,0,3,65,100,0,130.2,556.1,3123.9
United States,New York City,New York,10024,East,23-03-2022,82,40.6,50.8,63.1,39.3,46.4,53.4,37.6,41.6,46.3,37.1,49.3,63.1,37.1,49.3,63.1,40.6,50.8,63.1,45,73,93,4.7,5.5,6.6,1019.01,1019.79,1020.54,-0.3,0,0.5,1028.63,1029.46,1030.17,3,4.7,6.4,129,4.1,6.5,10,135,4.4,7,11.3,136,0,0,0,0,0,0,0,202.3,661.4,4855
United States,San Jose,California,95123,West,23-03-2022,82,39.5,50.7,63.5,37.9,46.3,54.4,35.6,41.7,46.7,37.7,49.4,63.5,37.7,49.4,63.5,39.5,50.7,63.5,47,73,92,4.3,5.5,6.7,1021.07,1021.91,1022.69,-0.3,0.1,0.4,1028.5,1029.4,1030.09,2,4.4,6.1,130,3.1,6,9.1,136,3.2,6.4,10.1,137,0,0,0,0,0,0,0,201.7,659.3,4841.4
United States,San Jose,California,95123,West,11-04-2022,101,40.1,49.1,58.7,38.2,44.8,50,35.5,40,46.3,33.6,44.6,55.7,33.6,44.6,55.7,40.1,49.1,58.7,50,72,90,4.4,5.3,6.7,996.01,999.63,1005.25,-0.9,-0.4,0.3,1005.15,1008.94,1014.58,7.5,11.7,17.2,112,13.7,17.2,21.3,117,15,18.5,22.2,119,0,0,0,74,90,100,0,187.1,737.9,4489.1
United States,Virginia Beach,Virginia,23464,South,11-04-2022,101,40.2,49.9,59,38.4,45.4,50.3,35.3,40.4,46.6,34.5,45.7,56.1,34.5,45.7,56.1,40.2,49.9,59,50,71,88,4.3,5.4,6.8,998.2,1001.86,1007.38,-0.9,-0.4,0.3,1005.16,1009.11,1014.72,6.9,11,16.3,113,13.5,17,21.7,118,14.7,18.2,22.3,120,0,0,0,68,86,99,0,190.5,742.5,4571.6
United States,Virginia Beach,Virginia,23464,South,13-05-2022,133,45.4,55,65.5,44.8,51.1,57.3,44.2,47.8,53.3,41.1,52.5,65.5,41.1,52.5,65.5,45.4,55,65.5,58,78,96,6.1,7.1,8.6,1009.01,1009.95,1011.38,-0.5,0.1,0.6,1018.55,1019.47,1020.83,6.6,10.5,13.9,247,12.6,16.5,19,250,14,17.4,19.5,251,0,0,0,2,56,100,0,268.8,861.5,6450.5
United States,Henderson,Kentucky,42420,South,13-05-2022,133,45.2,55.4,66.4,44.8,51.5,57.9,44.4,48.3,53.8,40.9,53.3,66.4,40.9,53.3,66.4,45.2,55.4,66.4,57,79,97,6.1,7.2,8.8,1011.35,1012.26,1013.59,-0.4,0.1,0.6,1018.89,1019.8,1021.02,5.7,9.5,13.2,245,11.3,15,18,249,12.9,16.3,19,250,0,0,0,1,61,100,0,288.5,855.3,6924.8
United States,Henderson,Kentucky,42420,South,10-05-2022,130,51.2,57.6,61.8,50.2,54,56.3,48.5,51.3,54,49,56.1,61.8,49,56.1,61.8,51.2,57.6,61.8,69,80,94,7.2,8,8.9,1004.81,1007.05,1009.16,-1.4,-0.2,0.6,1012.1,1014.52,1016.44,5.7,8.5,10.2,229,11.1,14.2,18,233,11.9,14.9,19.1,233,0,0,0,76,96,100,0,78.9,206,1893.8
United States,Henderson,Kentucky,42420,South,10-05-2022,130,51.6,57.2,61.1,50.6,53.6,55.5,47.8,50.6,53.3,49.1,55.5,61.1,49.1,55.5,61.1,51.6,57.2,61.1,69,79,93,7.1,7.9,8.6,1002.57,1004.73,1006.63,-1.4,-0.2,0.5,1011.71,1014.13,1015.91,6.4,9.3,11.4,232,11.7,14.7,18.9,235,12.6,15.4,19.9,236,0,0,0,97,99,100,0,83.9,259.3,2013.1
United States,Henderson,Kentucky,42420,South,09-05-2022,129,39.2,56.5,69,38.6,51.9,59.9,37.8,48.2,55.1,36.1,55.3,69,36.1,55.3,69,39.2,56.5,69,56,75,95,4.7,7.2,9.2,1009.88,1014.76,1019.59,-1.1,-0.4,0,1017.07,1022.23,1026.85,3.8,8,12.1,179,5.7,12.3,18.4,181,6.1,13.3,19.8,181,0,0,0,3,66,100,0,262,830.9,6287.8
United States,Vancouver,Washington,98661,West,09-05-2022,129,39.2,56.4,68.7,38.4,51.7,59.7,37.4,47.9,55,35.5,54.9,68.7,35.5,54.9,68.7,39.2,56.4,68.7,56,74,95,4.7,7.2,9.2,1007.37,1012.36,1017.49,-1.3,-0.4,0.1,1016.55,1021.88,1026.81,4.5,8.9,13,181,7.2,13.7,19.4,183,7.7,14.6,20.4,183,0,0,0,9,73,100,0,285.6,820.2,6855.2
United States,New York City,New York,10024,East,16-05-2022,136,51.1,59.1,65.1,50.2,56.9,61.2,49.4,55.5,59.3,49.5,58.2,65.1,49.5,58.2,65.1,51.1,59.1,65.1,78,88,98,7.4,9.4,10.7,1002.02,1007.05,1011.26,-0.5,0.4,0.9,1009.51,1014.33,1018.29,4.2,8.9,12.5,212,8.4,14.4,19.2,214,9.4,15.2,19.8,215,0.1,0,0,17,76,100,0,161.3,495.7,3870.8
United States,New York City,New York,10024,East,16-05-2022,136,50.2,58.5,64.5,49.4,56.4,61.2,48.7,55,59.3,47.8,57.5,64.5,47.8,57.5,64.5,50.2,58.5,64.5,78,89,98,7.2,9.3,10.8,999.96,1004.69,1009.03,-0.5,0.3,1,1009.39,1014,1018.04,4.3,9.2,13.3,209,7.7,14.3,19.9,211,8.5,15,20.6,211,0.14,0,0,30,76,100,0,188.2,621.1,4517.4
United States,New York City,New York,10024,East,17-03-2022,76,34.4,43.3,53.3,33.8,41.2,48.2,32.9,38.8,44,27.3,38.3,49.9,27.3,38.3,49.9,34.4,43.3,53.3,65,85,95,3.9,4.9,6,1014.2,1021.88,1028.33,0,0.6,1.3,1023.87,1031.56,1037.8,4.9,9,13.2,264,7.7,12.9,21,271,8.4,14,23,272,0,0,0,0,13,35,0,181.2,622.8,4347.7
United States,Murrieta,California,92563,West,17-03-2022,76,34.4,43.4,53.4,34,41.2,48.3,33.3,38.8,44.1,27.6,38.7,50.4,27.6,38.7,50.4,34.4,43.4,53.4,64,85,96,3.9,4.9,6,1016.1,1024.13,1030.47,-0.1,0.6,1.4,1023.6,1031.7,1037.91,4.5,8.2,13.3,269,7.1,12,20.7,276,7.8,12.9,22.5,278,0,0,0,0,13,57,0,183.4,623.1,4401
United States,Jacksonville,North Carolina,28540,South,15-06-2022,166,45,63.7,78.3,44.2,57,65.8,43.3,52.1,61.6,43.8,63.7,79.3,43.8,63.4,78.3,45,64,79.3,41,70,96,5.9,8.4,11.7,1010.24,1011.02,1012.27,-0.3,0,0.6,1017.9,1018.45,1019.86,1.1,3.1,5,144,1.5,4.9,8.1,148,1.6,5.2,8.8,149,0,0,0,4,38,98,0,346.5,901,8315.4
United States,Scottsdale,Arizona,85254,West,15-06-2022,166,45.1,63,77.9,44,56.6,67.7,43,51.9,64.8,43.7,63.1,79,43.7,62.7,77.9,45.1,63.4,79,42,71,97,5.8,8.4,13.1,1008.03,1008.93,1010.21,-0.3,0,0.7,1017.87,1018.43,1019.87,0.8,2.5,4.9,179,1.1,4.3,9,186,1.1,4.5,9.3,188,0,0,0,3,48,95,0,343,903.8,8232.4
United States,Scottsdale,Arizona,85254,West,14-02-2022,45,38.3,43.1,45.5,37.1,41.4,44.6,35.6,39.5,43.8,30.5,35.9,39.8,30.5,35.9,39.8,38.3,43.1,45.5,81,87,94,4.4,5.2,6.2,981.97,990.25,999.74,0.3,0.8,1.4,990.56,999.61,1009.1,11.8,15,17.5,263,17.4,21.3,25.1,268,18.1,22.6,26.7,269,0.05,0,0,81,96,100,0,41.4,206.7,992.6
United States,Burlington,Iowa,52601,Central,14-02-2022,45,38.9,43.5,46.7,37.7,41.9,45.7,36.1,40,45,31.7,36.8,41.1,31.7,36.8,41.1,38.9,43.5,46.7,80,87,95,4.5,5.3,6.5,983.86,992.58,1001.97,0.2,0.8,1.3,990.74,999.77,1009.15,11,13.6,16.2,262,16.8,19.9,23.3,267,17.9,21.3,25.4,267,0.06,0,0,45,87,100,0,59.4,294,1426.5
United States,Chicago,Illinois,60653,Central,03-07-2022,184,47.5,58.2,70.2,47.1,54.1,59.5,46.8,50.8,56.6,45.1,57.4,70.2,45.1,57.4,70.2,47.5,58.2,70.2,47,79,98,6.7,7.9,9.7,1007.88,1009.79,1011.75,-0.3,0.1,0.6,1017.13,1018.98,1020.86,4.2,6,8.9,280,6.5,9.4,11.8,285,7.1,9.9,12.1,286,0.01,0,0,1,45,95,0,241.5,877.5,5796.1
United States,San Diego,California,92037,West,03-07-2022,184,47.7,59.6,70.8,47.4,54.4,59.6,46.4,50,55.6,45.6,58.9,70.8,45.6,58.9,70.8,47.7,59.6,70.8,42,74,99,6.7,7.7,9.4,1010.1,1011.79,1013.77,-0.3,0.1,0.7,1017.3,1019.06,1020.85,4,5.9,9.3,284,5.9,9.1,12.2,287,6.5,9.8,12.9,288,0,0,0,0,35,96,0,249.8,877.5,5995
United States,Olympia,Washington,98502,West,26-01-2022,26,30.3,37.1,44.1,29.9,36.1,41.9,29.1,34.8,39.3,23.6,30.5,38.4,23.6,30.5,38.4,30.3,37.1,44.1,82,91,96,3.3,4.2,5,1018.23,1022.07,1024.27,-0.9,-0.3,0.5,1027.82,1031.87,1034.14,6.5,9.4,14.9,257,9.8,13.4,22.3,263,10.5,14.5,24.2,264,0,0,0,4,63,100,0,49.3,294.4,1183.2
United States,Olympia,Washington,98502,West,26-01-2022,26,29.8,36.9,44.5,29.4,35.9,41.9,28.7,34.5,39.2,23.3,30.8,39.3,23.3,30.8,39.3,29.8,36.9,44.5,80,91,96,3.2,4.2,5,1020.75,1024.38,1026.41,-0.9,-0.2,0.6,1028.25,1032.05,1034.14,5.9,8.4,13,256,9.1,12.4,20.3,264,9.7,13.4,22.2,266,0,0,0,3,57,100,0,58.2,309.9,1396.9
United States,Seattle,Washington,98103,West,24-07-2022,205,62.7,69.7,81.7,59.6,61.4,64.3,49.5,55.3,61.2,62.7,69.9,81.7,62.7,69.7,81.7,62.7,69.9,81.7,33,63,94,7.7,9.4,11.5,1001.81,1005.95,1009.36,-0.9,-0.3,0.5,1008.9,1013.11,1016.49,8.5,12,16.9,211,14.9,18.3,22.8,215,16.1,19.1,23.4,215,0.09,0,0,33,82,100,0,196.9,784.6,4725.6
United States,Seattle,Washington,98103,West,24-07-2022,205,61.9,69.9,81.5,58.7,61.4,64.2,50.4,55.4,60.3,61.9,70.1,81.5,61.9,69.9,81.5,61.9,70.1,81.5,34,63,88,8,9.5,11.2,999.44,1003.4,1006.83,-0.8,-0.3,0.5,1008.4,1012.62,1015.93,9.6,12.9,17.3,209,14.7,18.8,22.8,212,16,19.7,23.5,213,0.04,0,0,23,74,100,0,238.4,778.3,5721
United States,Los Angeles,California,90036,West,05-08-2022,217,54.7,63.5,72.6,48.8,52.8,57.1,37.4,40.6,43.8,52.1,62.7,72.6,52.1,62.7,72.6,54.7,63.5,72.6,29,44,64,4.7,5.4,6,1010.92,1015.16,1019.8,-0.1,0.4,1.1,1017.32,1022.26,1026.87,6.9,9.9,11.9,332,11,13.8,17.9,335,11.8,14.7,18.9,336,0,0,0,0,30,100,0,306.5,843.4,7356.9
United States,New York City,New York,10011,East,05-08-2022,217,52.4,61.6,71.2,47.7,51.9,56.4,38.8,41.2,44.8,49.4,60.4,71.2,49.4,60.4,71.2,52.4,61.6,71.2,31,49,72,5,5.5,6.3,1009.55,1013.47,1018.11,-0.1,0.4,1,1017.87,1022.53,1027.07,6.7,9.4,11.4,328,11.2,13.6,17.8,332,12,14.5,18.7,333,0,0,0,1,19,78,0,305.9,843.2,7341.3
United States,New York City,New York,10011,East,27-07-2022,208,53.7,61.8,69.9,52,55.4,58.5,46.3,50.2,54.2,52.7,61.4,69.9,52.7,61.4,69.9,53.7,61.8,69.9,47,67,92,6.6,7.7,8.9,1008.83,1010.39,1011.93,-0.7,-0.1,0.4,1017.79,1019.56,1021.13,3.3,5.9,9.8,111,5.3,9.1,15.7,116,5.8,9.6,16.4,116,0,0,0,82,96,100,0,102.9,397.8,2470.1
United States,New York City,New York,10011,East,27-07-2022,208,52.6,61.6,69.7,51.4,55.2,58.2,46.6,49.8,54.5,51.5,61.2,69.7,51.5,61.2,69.7,52.6,61.6,69.7,46,68,93,6.7,7.6,9,1010.98,1012.55,1014.05,-0.7,-0.1,0.4,1017.86,1019.62,1021.17,2.8,5.7,9.1,103,5,9.1,14.3,107,5.7,9.9,15.7,107,0,0,0,49,87,100,0,111.4,459.2,2674
United States,New York City,New York,10011,East,28-08-2022,240,53.5,62.6,73,53.1,57,60.7,49.9,52.8,55.3,52.7,62.3,73,52.7,62.3,73,53.5,62.6,73,45,73,97,7.7,8.5,9.3,1011.76,1012.5,1013.49,-0.3,0.1,0.4,1020.77,1021.58,1022.45,4.3,6.4,9.5,67,8.1,10,12.3,70,9.1,10.8,12.9,70,0,0,0,14,66,99,0,200,692.3,4798.8
United States,Washington,District of Columbia,20016,East,28-08-2022,240,54,62.4,71.9,53.6,57.3,61,52,53.5,55.3,53.2,62.1,71.9,53.2,62.1,71.9,54,62.4,71.9,51,74,97,8.2,8.7,9.2,1013.61,1014.41,1015.3,-0.3,0.1,0.4,1020.59,1021.4,1022.24,4.2,6.6,9.8,60,8.4,10.3,12.6,65,9.5,11.3,13.3,65,0,0,0,16,65,100,0,186.2,699.1,4469.9
United States,Washington,District of Columbia,20016,East,17-09-2022,260,41.7,50.3,60.4,39.5,44.9,50.1,36.2,38.4,42.4,37.4,47.6,60,37.4,47.6,60,41.7,50.3,60.4,42,65,87,4.5,4.9,5.7,1013.53,1014.51,1015.63,-0.5,0,0.6,1021.03,1021.94,1022.85,5.1,7.8,11.5,315,9.2,12.3,15.2,320,10.3,13.6,16,320,0,0,0,1,6,17,0,201.4,650.7,4834
United States,Washington,District of Columbia,20016,East,17-09-2022,260,41.9,50.8,60.4,40,45.2,50.1,36.1,38.4,41.8,37.5,48,60.1,37.5,48,60.1,41.9,50.8,60.4,41,65,88,4.5,4.9,5.6,1011.53,1012.59,1013.69,-0.5,0,0.7,1021.09,1022.12,1023.06,5.6,8.1,11.6,316,10,12.7,15.1,320,10.9,13.8,15.9,321,0,0,0,1,6,19,0,201.7,651.4,4840
United States,Philadelphia,Pennsylvania,19134,East,08-09-2022,251,53.7,59.3,66.2,53.6,57.6,61.3,53.5,56.5,59.2,53.5,58.9,66.2,53.5,58.9,66.2,53.7,59.3,66.2,74,91,99,8.8,9.8,10.8,994.59,996.4,998.4,-0.6,-0.2,0.2,1001.62,1003.67,1005.49,1.8,6.7,11.3,180,3.4,10,15.4,190,3.9,10.8,16.3,193,0.27,0,0,41,71,100,0,186.8,605.3,4483.6
United States,Los Angeles,California,90045,West,08-09-2022,251,51.9,59.1,67.3,51.9,56.9,60.7,51.9,55.5,58.2,51.9,58.6,67.3,51.9,58.6,67.3,51.9,59.1,67.3,65,89,100,8.3,9.5,10.5,992.68,994.07,996.1,-0.6,-0.2,0.3,1001.44,1003.21,1005.14,1,6.9,11.4,175,1.7,9.8,14.8,183,1.9,10.5,15.5,185,0.18,0,0,52,78,98,0,186.9,653.9,4485
United States,Springfield,Ohio,45503,East,22-09-2022,265,43.8,56.8,67.6,43.2,52.2,57.1,42.7,48.2,53.1,42.9,56.2,67.6,42.9,56.2,67.6,43.8,56.8,67.6,48,76,97,5.7,7.2,8.5,1008.77,1011.9,1015.72,-0.8,-0.3,0.2,1015.72,1019.27,1022.91,0.9,5.3,8.4,190,2.2,8.9,15.1,196,2.7,9.5,16.1,197,0,0,0,69,92,100,0,177.8,602.5,4265.9
United States,Springfield,Ohio,45503,East,22-09-2022,265,44.5,57.6,68.3,44,52.4,57,43.5,48,53.5,43.7,57,68.3,43.7,57,68.3,44.5,57.6,68.3,46,73,97,5.9,7.1,8.7,1006.55,1009.61,1013.52,-0.8,-0.3,0.2,1015.57,1019.07,1022.85,1.9,5.9,8.7,196,3.9,9.5,14.6,201,4.4,10.1,15.3,202,0.02,0,0,73,95,100,0,176.3,599.4,4232
United States,Springfield,Ohio,45503,East,30-09-2022,273,39.7,52,61,39.5,49.8,57.7,39.2,47.9,57.1,39.2,49.5,61,39.2,49.5,61,39.7,52,61,57,87,98,5.1,7.3,10.1,988.51,994.86,999.92,-1.7,-0.4,0.8,997.79,1004.07,1009.09,0.9,11.3,22.7,218,1.4,16.7,34.4,222,1.4,18.1,37.4,223,0.43,0,0,50,86,100,0,85.5,441.7,2051.5
